lp,src,mt,ref,score,raw,annotators,domain,year
bn-en,ডাকবা না,Call or don't call.,Don’t call,50.846922981891446,40.0,1,text book,2025
bn-en,আমারে ডাকবা,Call me,Call me,82.12113728443965,100.0,1,text book,2025
bn-en,আমি আপেল ভালা ফাই,I 'm an apple .,I like apples,41.725277143648206,22.5,1,text book,2025
bn-en,আপেল ভালা ফাই,Apple is good .,Like apples,54.75619976970996,47.5,1,text book,2025
bn-en,ফুরাই গেছে,Furay is gone.,It’s over,37.81600035582968,15.0,1,text book,2025
bn-en,গেছে,It 's gone .,Is over,74.3025837088026,85.0,1,text book,2025
bn-en,সময় ফুরাই গেছে,Time is running out.,Time’s up,72.99949144619643,82.5,1,text book,2025
bn-en,আমরা উবাইমু নে,We 're going to be there .,We will wait,56.059292032316144,50.0,1,text book,2025
bn-en,উবাইমু নে,I'm not going to.,Will wait,32.60363130540498,5.0,1,text book,2025
bn-en,তাইন উঠিয়া উবাইলা,So get up and leave .,He stood up,33.90672356801115,7.5,1,text book,2025
bn-en,উঠিয়া উবাইলা,Get up and get out of here.,Stood up,33.90672356801115,7.5,1,text book,2025
bn-en,তাইন উবাইলা,- I 'm not .,He stood,32.60363130540498,5.0,1,text book,2025
bn-en,আমার নীল রং পছন্দ,My favorite color is blue.,I like blue,80.81804502183347,97.5,1,text book,2025
bn-en,আমার বেগুনি রং পছন্দ,My favorite color is purple.,I like purple,80.81804502183347,97.5,1,text book,2025
bn-en,আমার গোলাপি রং পছন্দ,My pink color is like,I like pink,61.27166108274085,60.0,1,text book,2025
bn-en,আমার আকাশী রং পছন্দ,My sky is blue,I like sky blue,43.02836940625439,25.0,1,text book,2025
bn-en,আমার ধূসর রং পছন্দ,My favorite color is gray.,I like gray,80.81804502183347,97.5,1,text book,2025
bn-en,আমার মেরুন রং পছন্দ,My favorite color is maroon.,I like maroon,80.81804502183347,97.5,1,text book,2025
bn-en,আমি নাস্তা খাইয়া বাদে স্কুল ও যাই না,I don't go to school without eating breakfast.,I don't have breakfast in the morning before going to school,74.3025837088026,85.0,1,text book,2025
bn-en,আমি সোকাইলকু নাস্তা খাইয়া বাদে স্কুল ও যাই না,I don't go to school unless I eat breakfast.,I don't have breakfast in the morning before going to school,76.90876823401496,90.0,1,text book,2025
bn-en,সোকাইলকু নাস্তা খাইয়া বাদে স্কুল ও যাই না,Sookileku has eaten breakfast and goes to school,Don't have breakfast in the morning before going to school,40.422184881042035,20.0,1,text book,2025
bn-en,নাস্তা খাইয়া বাদে স্কুল ও যাই না,I can't go to school without breakfast.,Don’t have breakfast and go to school,44.331461668860555,27.5,1,text book,2025
bn-en,স্কুল ও যাই না,I don't go to school.,Don’t go to school,80.81804502183347,97.5,1,text book,2025
bn-en,আমি নাস্তা খাইয়া বাদে স্কুল ও যাই না,I don't go to school without eating breakfast.,I don’t have breakfast and go to school,52.15001524449761,42.5,1,text book,2025
bn-en,তাই বাদের মাশও বিদেশ যাইবো গি,So I'll go abroad with my father.,She will go abroad next month,41.725277143648206,22.5,1,text book,2025
bn-en,বাদের মাশও বিদেশ যাইবো গি,I'll go to the country.,Will go abroad next month,44.331461668860555,27.5,1,text book,2025
bn-en,তাই বিদেশ যাইবো গি,So I'll go to the country.,She will go abroad,44.331461668860555,27.5,1,text book,2025
bn-en,বিদেশ যাইবো গি,I 'll go to the country .,Will go abroad,45.63455393146674,30.0,1,text book,2025
bn-en,যাইবো গি,I 'll go .,Will go,66.48403013316555,70.0,1,text book,2025
bn-en,ফুরিটা যে বেয়াদপ,It's that bad.,The girl is very rude,39.11909261843585,17.5,1,text book,2025
bn-en,যে বেয়াদপ,That's bad.,Very rude,54.75619976970996,47.5,1,text book,2025
bn-en,যে বেয়াদপ,That's bad.,The girl is rude,35.20981583061733,10.0,1,text book,2025
bn-en,তাই যে বেয়াদপ,So that's bad.,She is very rude,44.331461668860555,27.5,1,text book,2025
bn-en,তাই বেয়াদপ,So bad,She is rude,44.331461668860555,27.5,1,text book,2025
bn-en,ফুয়াগু রাস্তা বায়দি হাটিয়া যার,Fuyagu road by the way,The boy is walking along the road,35.20981583061733,10.0,1,text book,2025
bn-en,রাস্তা বায়দি হাটিয়া যার,The road that leads to the house,Walking along the road,33.12486821044745,6.0,1,text book,2025
bn-en,হাটিয়া যার,- What?,Walking,29.99744678019263,0.0,1,text book,2025
bn-en,ফুয়াগু হাটিয়া যার,Fuyagu has got a gun .,The boy is walking,32.60363130540498,5.0,1,text book,2025
bn-en,ফুয়াগু রাস্তা বায়দি যার,Fuyagu road by whose,The boy is going along the road,32.60363130540498,5.0,1,text book,2025
bn-en,ফুরিটায় লাল রংগর শারি ফিন্দিয়া আমার লগে দেখা করাত আইছিল,I was going to meet a red-haired Finnish girl.,The girl came to meet me wearing a red saree,39.11909261843585,17.5,1,text book,2025
bn-en,ফুরিটায় শারি ফিন্দিয়া আমার লগে দেখা করাত আইছিল,Furiytaē Shari Findiya was coming to meet me,The girl came to meet me wearing a saree,40.422184881042035,20.0,1,text book,2025
bn-en,লাল রংগর শারি,Red Ranger,Red saree,39.11909261843585,17.5,1,text book,2025
bn-en,আমার লগে দেখা করাত আইছিল,She was coming to see me.,Came to meet me,80.81804502183347,97.5,1,text book,2025
bn-en,দেখা করাত আইছিল,I was just coming to see you .,Came to meet,56.059292032316144,50.0,1,text book,2025
bn-en,ফুরিটায় দেখা করাত আইছিল,I was meeting you at the fair.,The girl came to meet,39.11909261843585,17.5,1,text book,2025
bn-en,ফুরিটায় আমার লগে দেখা করাত আইছিল,I was coming to see you on Friday.,The girl came to meet me,40.422184881042035,20.0,1,text book,2025
bn-en,শারি ফিন্দিয়া আমার লগে দেখা করাত আইছিল,Shari Findiya was coming to see me,Wearing a saree came to meet me,45.63455393146674,30.0,1,text book,2025
bn-en,আমার লগে দেখা,Meet me .,Came to meet with me,46.937646194072904,32.5,1,text book,2025
bn-en,লাল রংগর শারি ফিন্দিয়া আমার লগে দেখা,Red Rungar Shari is coming to see me,Wearing a red saree met with me,41.725277143648206,22.5,1,text book,2025
bn-en,আম্মায় হেদিন ঠিক কথাউ কইছলা,Mommy is right about what she said.,Mom was right that day,72.99949144619643,82.5,1,text book,2025
bn-en,আম্মায় ঠিক কথাউ কইছলা,Mommy is right .,Mom was right,80.81804502183347,97.5,1,text book,2025
bn-en,ঠিক কথাউ কইছলা,"Right , you said .",Was right,70.39330692098407,77.5,1,text book,2025
bn-en,আমি ওখানো যাইমু,I'm going to go there.,I will go there,52.15001524449761,42.5,1,text book,2025
bn-en,ওবায় যাইতাম না,I wouldn't go with him.,Won’t go that way,44.331461668860555,27.5,1,text book,2025
bn-en,ওবায় যাইমু,Go to the airport .,Will go that way,36.5129080932235,12.5,1,text book,2025
bn-en,আমরা হারি গেছি,We lost .,We lost,82.12113728443965,100.0,1,text book,2025
bn-en,হারি গেছি,I lost .,Lost,82.12113728443965,100.0,1,text book,2025
bn-en,আমরা হারি গেছিলাম,We were lost.,We had lost,63.8778456079532,65.0,1,text book,2025
bn-en,হারি গেছিলাম,I lost .,Had lost,79.5149527592273,95.0,1,text book,2025
bn-en,আমরা গেছিলাম,We were playing,We went,36.5129080932235,12.5,1,text book,2025
bn-en,আম ওগু কে খাইছিল?,Who was eating those?,Who ate the mango?,45.63455393146674,30.0,1,text book,2025
bn-en,কে খাইছিল?,Who was eating?,Who ate it?,62.57475334534701,62.5,1,text book,2025
bn-en,আম খাইছিল,I was eating .,Ate the mango,41.725277143648206,22.5,1,text book,2025
bn-en,আমি আছি,I am here .,I am here,82.12113728443965,100.0,1,text book,2025
bn-en,আমারে বিশ্বাস করো,Trust me on this.,Trust me,78.21186049662113,92.5,1,text book,2025
bn-en,বিশ্বাস করো,Trust me .,Trust,82.12113728443965,100.0,1,text book,2025
bn-en,শুক্রবার আমরা গেছলাম,Friday we're gone,"On Friday, we went",57.362384294922315,52.5,1,text book,2025
bn-en,শুক্রবার আম্মায় হেদিন ঠিক কথাউ কইছলা,Friday mommy is right,"On Friday, mom was right",59.968568820134664,57.5,1,text book,2025
bn-en,আমরার গাড়ি ওগু গতকাইল চুরি অই গেছে,Our car was stolen yesterday.,Our car was stolen yesterday,82.12113728443965,100.0,1,text book,2025
bn-en,আমার বাসাত গতকাইল চুরি অই গেছে,My car was stolen yesterday.,There was a theft at my house yesterday,52.15001524449761,42.5,1,text book,2025
bn-en,বাসাত গতকাইল চুরি অই গেছে,The bus was stolen last night.,There was a theft at the house yesterday,46.937646194072904,32.5,1,text book,2025
bn-en,গতকাইল চুরি অই গেছে,Last night was stolen.,Theft happened yesterday,52.15001524449761,42.5,1,text book,2025
bn-en,আমার গাড়ি ওগুর রঙ অইল লাল,My car is oil red .,My car is red,50.846922981891446,40.0,1,text book,2025
bn-en,গাড়ি ওগুর রঙ অইল লাল,Car Oguur color oil red,Car is red,40.422184881042035,20.0,1,text book,2025
bn-en,সুজা ভাষায় মাতা উচিৎ,Suja speaks with his mother.,Should speak in simple language,32.60363130540498,5.0,1,text book,2025
bn-en,আমি আফনার লগে আছি,I'm with Afnar.,I am with you,35.20981583061733,10.0,1,text book,2025
bn-en,আফনার লগে আছি,I'm with Afnar.,With you,35.20981583061733,10.0,1,text book,2025
bn-en,লগে আছি,I'm with you.,I am with,80.81804502183347,97.5,1,text book,2025
bn-en,আমার আব্বা বিদেশ থাকোইন,My father is abroad.,My father lives abroad,79.5149527592273,95.0,1,text book,2025
bn-en,আব্বা বিদেশ থাকোইন,My father is abroad.,Father lives abroad,79.5149527592273,95.0,1,text book,2025
bn-en,বিদেশ থাকোইন,Stay away from me .,Lives abroad,54.75619976970996,47.5,1,text book,2025
bn-en,আমার বর বইনে আমারে খুব ভালা ফায়,My husband is very good to me.,My elder sister loves me very much,37.81600035582968,15.0,1,text book,2025
bn-en,বর বইনে আমারে খুব ভালা ফায়,Burne book is very good for me,Elder sister loves me very much,35.20981583061733,10.0,1,text book,2025
bn-en,বইনে আমারে খুব ভালা ফায়,It's very good for me.,Sister loves me very much,36.5129080932235,12.5,1,text book,2025
bn-en,আমারে খুব ভালা ফায়,I'm very good at it.,Loves me very much,35.20981583061733,10.0,1,text book,2025
bn-en,আমার বইনে আমারে খুব ভালা ফায়,My book is very good to me.,My sister loves me very much,33.90672356801115,7.5,1,text book,2025
bn-en,আমার বড় বইনরে আমি খুব ভালা ফাই,I'm very good at my big book.,I love my elder sister very much,32.60363130540498,5.0,1,text book,2025
bn-en,বড় বইনরে আমি খুব ভালা ফাই,I'm very good at it.,Love elder sister very much,32.60363130540498,5.0,1,text book,2025
bn-en,বইনরে আমি খুব ভালা ফাই,I'm very good at it.,Love sister very much,32.60363130540498,5.0,1,text book,2025
bn-en,আফনার বড় বইনের কিতা বিয়া অই গেছে নি?,The book of the great Afghan has not gone?,Has your elder sister gotten married?,29.99744678019263,0.0,1,text book,2025
bn-en,বড় বইনের কিতা বিয়া অই গেছে নি?,The big book book is married.,Has elder sister gotten married?,33.90672356801115,7.5,1,text book,2025
bn-en,বইনের কিতা বিয়া অই গেছে নি?,The book of marriage is gone?,Has sister gotten married?,29.99744678019263,0.0,1,text book,2025
bn-en,কিতা বিয়া অই গেছে নি?,What's the matter?,Gotten married?,29.99744678019263,0.0,1,text book,2025
bn-en,আফনার বইনের কিতা বিয়া অই গেছে নি?,The book of Afnars is not married?,Has your sister gotten married?,29.99744678019263,0.0,1,text book,2025
bn-en,আফনার কিতা বিয়া অই গেছে নি?,The Afghan kid's not married?,Have you gotten married?,32.60363130540498,5.0,1,text book,2025
bn-en,তোর বড় ভাইওর নাম কিতা?,Your big brother's name is Kita?,What is your elder brother’s name?,40.422184881042035,20.0,1,text book,2025
bn-en,বড় ভাইওর নাম কিতা?,Big brother's name is Kita?,What’s elder brother’s name?,43.02836940625439,25.0,1,text book,2025
bn-en,ভাইওর নাম কিতা?,Your brother's name is Kita?,What’s brother’s name?,41.725277143648206,22.5,1,text book,2025
bn-en,বিদেশ ঘুরাত যাওয়া আমার স্বপ্ন,Foreign tourism is my dream,Going abroad is my dream,54.75619976970996,47.5,1,text book,2025
bn-en,ঘুরাত যাওয়া আমার স্বপ্ন,♪ Going around is my dream ♪,Going for a trip is my dream,53.453107507103795,45.0,1,text book,2025
bn-en,আমার স্বপ্ন,My dream,My dream,82.12113728443965,100.0,1,text book,2025
bn-en,আমি কোনো সময়ও তোমারে ভুলতাম না,I never forgot you,I will never forget you,75.60567597140879,87.5,1,text book,2025
bn-en,কোনো সময়ও তোমারে ভুলতাম না,I never forgot you.,Never forget you,76.90876823401496,90.0,1,text book,2025
bn-en,তোমারে ভুলতাম না,I never forgot you.,Won’t forget you,76.90876823401496,90.0,1,text book,2025
bn-en,ভুলতাম না,I wouldn't forget.,Won’t forget,82.12113728443965,100.0,1,text book,2025
bn-en,তুমিতাইন অইলায় আমার জীবনের আলো,You are the light of my life,You are the light of my life,82.12113728443965,100.0,1,text book,2025
bn-en,অইলায় আমার জীবনের আলো,Oila is the light of my life,Light of my life,57.362384294922315,52.5,1,text book,2025
bn-en,জীবনের আলো,The light of life,Light of life,82.12113728443965,100.0,1,text book,2025
bn-en,আমারে অনো লইয়া যাও,Take me back to the house.,Take me there,48.24073845667909,35.0,1,text book,2025
bn-en,অনো লইয়া যাও,"Go on , take it .",Take there,44.331461668860555,27.5,1,text book,2025
bn-en,বাক্কা দিন আগে এক গ্রামো এক টুফিয়ালা আছিল,A few days ago there was a village in a tofu.,"Once upon a time in a village, there was a hat seller",41.725277143648206,22.5,1,text book,2025
bn-en,এক গ্রামো এক টুফিয়ালা আছিল,"There was a village, a tofu.","In a village, there was a hat seller",41.725277143648206,22.5,1,text book,2025
bn-en,এক টুফিয়ালা  আছিল,There was a tofu.,There was a hat seller,40.422184881042035,20.0,1,text book,2025
bn-en,টুফিয়ালা আছিল,There was a tofu.,Hat seller was there,40.422184881042035,20.0,1,text book,2025
bn-en,হে সময় কান্দা বায় এগু শিয়াল যাওয়াত আছিলো,"When the wind blew, the fox was gone.","At that time, a fox was passing by",40.422184881042035,20.0,1,text book,2025
bn-en,তুমারে দেখিয়া,You look at me .,Seeing you,41.725277143648206,22.5,1,text book,2025
bn-en,ভেমতা লাগিয়া উবাই রইছিলাম,I was sitting in the back.,I stood still,45.63455393146674,30.0,1,text book,2025
bn-en,উবাই রইছিলাম,I was there .,Stood still,65.18093787055936,67.5,1,text book,2025
bn-en,আব্বায় আমার লাগি লাল জামা কিনিয়া আনছইন,"Daddy, I'm going to bring you a red dress.",Dad bought me a red dress,49.54383071928526,37.5,1,text book,2025
bn-en,আমার লাগি লাল জামা কিনিয়া আনছইন,I think you brought a red dress .,Bought me a red dress,54.75619976970996,47.5,1,text book,2025
bn-en,লাল জামা কিনিয়া আনছইন,Red dressed in Kenya,Red dress bought,40.422184881042035,20.0,1,text book,2025
bn-en,জামা কিনিয়া আনছইন,- What are you doing?,Bought dress,32.60363130540498,5.0,1,text book,2025
bn-en,কিনিয়া আনছইন,- What?,Bought,31.300539042798803,2.5,1,text book,2025
bn-en,আব্বায় লাল জামা কিনিয়া আনছইন,I'm going to get you a red jacket.,Dad bought a red dress,37.29476345078721,14.0,1,text book,2025
bn-en,আব্বায় জামা কিনিয়া আনছইন,I'm going to get some clothes.,Dad bought a dress,40.422184881042035,20.0,1,text book,2025
bn-en,আব্বায় কিনিয়া আনছইন,I'm going to Kenya.,Dad bought,32.60363130540498,5.0,1,text book,2025
bn-en,আব্বায় আমার লাগি সবুজ  জামা কিনিয়া আনছইন,"Daddy, I need a green dress.",Dad bought me a green dress,45.63455393146674,30.0,1,text book,2025
bn-en,আব্বায় আমার লাগি কালো জামা কিনিয়া আনছইন,"Daddy , I need a black dress .",Dad bought me a black dress,49.54383071928526,37.5,1,text book,2025
bn-en,আব্বায় আমার লাগি সাদা জামা কিনিয়া আনছইন,"Daddy , I think you brought me a white dress .",Dad bought me a white dress,53.453107507103795,45.0,1,text book,2025
bn-en,আব্বায় আমার লাগি নীল জামা কিনিয়া আনছইন,"Daddy, I'm going to bring you a blue dress.",Dad bought me a blue dress,48.24073845667909,35.0,1,text book,2025
bn-en,চুলগুন যে লম্বা,Hair that is long,The hair is very long,63.8778456079532,65.0,1,text book,2025
bn-en,যে লম্বা,That long,Very long,66.48403013316555,70.0,1,text book,2025
bn-en,তাইরে কাজল দিলে বাক্কা ভালা লাগে,It's nice to be working with you.,She looks good with kajal,29.99744678019263,0.0,1,text book,2025
bn-en,কাজল দিলে বাক্কা ভালা লাগে,It's good to be back.,Looks good with kajal,35.20981583061733,10.0,1,text book,2025
bn-en,বাক্কা ভালা লাগে,It's good.,Looks very good,66.48403013316555,70.0,1,text book,2025
bn-en,তুমি অনো থাকলে আমি খুশি,I'm happy if you're here.,I’m happy if you stay here,72.99949144619643,82.5,1,text book,2025
bn-en,অনো থাকলে আমি খুশি,I'm happy if there is another.,"If you stay here, I’m happy",46.937646194072904,32.5,1,text book,2025
bn-en,থাকলে আমি খুশি,If I am happy,"Stay here, I’m happy",39.11909261843585,17.5,1,text book,2025
bn-en,আমি খুশি,I 'm happy .,I am happy,82.12113728443965,100.0,1,text book,2025
bn-en,আমার লাল রঙ ওর গাড়ি ওগু গতকাইল চুরি অই গেছে,My red car was stolen yesterday.,My red car was stolen yesterday,82.12113728443965,100.0,1,text book,2025
bn-en,লাল রঙ ওর গাড়ি ওগু গতকাইল চুরি অই গেছে,His red car was stolen yesterday.,Red car was stolen yesterday,66.48403013316555,70.0,1,text book,2025
bn-en,গাড়ি ওগু গতকাইল চুরি অই গেছে,The car was stolen yesterday.,The car was stolen yesterday,82.12113728443965,100.0,1,text book,2025
bn-en,গতকাইল চুরি অই গেছে,Last night was stolen.,Stolen yesterday,58.6654765575285,55.0,1,text book,2025
bn-en,চুরি অই গেছে,The stolen ones are gone .,Stolen,62.57475334534701,62.5,1,text book,2025
bn-en,শুক্রবার আমরা হারি গেছি,Friday we lost,"On Friday, we lost",66.48403013316555,70.0,1,text book,2025
bn-en,হে আমারে অফমান করে,He offends me,He insults me,69.09021465837789,75.0,1,text book,2025
bn-en,আমারে অফমান করে,He offends me.,Insults me,71.69639918359026,80.0,1,text book,2025
bn-en,অফমান করে,I 'm not gonna do it .,Insults,32.60363130540498,5.0,1,text book,2025
bn-en,হে অফমান করে,He is offended .,He insults,41.725277143648206,22.5,1,text book,2025
bn-en,তুমি আমারে চিনো নি?,You didn't recognize me?,Do you know me?,54.75619976970996,47.5,1,text book,2025
bn-en,শুক্রবার আম্মায় ঠিক কথাউ কইছলা,Friday Mommy is right to talk about,"On Friday, mom was right",45.63455393146674,30.0,1,text book,2025
bn-en,শুক্রবার আমি ওখানো যাইমু,Friday I'm going to the hospital.,I will go there on Friday,43.02836940625439,25.0,1,text book,2025
bn-en,শুক্রবার ওবায় যাইতাম না,I didn't go to the bank on Friday.,Won’t go that way on Friday,39.11909261843585,17.5,1,text book,2025
bn-en,শুক্রবার ওবায় যাইমু,Friday we go to the airport .,Will go that way on Friday,39.11909261843585,17.5,1,text book,2025
bn-en,তুমি আমারে চিনো নি?,You didn't recognize me?,Do you know me?,43.02836940625439,25.0,1,text book,2025
bn-en,আমারে চিনো নি?,Don't you recognize me?,Know me?,57.362384294922315,52.5,1,text book,2025
bn-en,মুই আইজ বিয়ানে ফুটবল খেলাইছি,I'm playing football in the morning.,I played football this morning,58.6654765575285,55.0,1,text book,2025
bn-en,আইজ বিয়ানে ফুটবল খেলাইছি,I'm playing football in the stadium.,Played football this morning,50.846922981891446,40.0,1,text book,2025
bn-en,বিয়ানে ফুটবল খেলাইছি,I've been playing football.,Played football in the morning,53.453107507103795,45.0,1,text book,2025
bn-en,মুই বিয়ানে ফুটবল খেলাইছি,I'm playing football in the city.,I played football in the morning,46.937646194072904,32.5,1,text book,2025
bn-en,মুই ফুটবল খেলাইছি,I play football .,I played football,66.48403013316555,70.0,1,text book,2025
bn-en,মুই তুমার মনের কথা বুঝি না,I don't understand your mind.,I don’t understand what you feel,74.3025837088026,85.0,1,text book,2025
bn-en,তুমার মনের কথা বুঝি না,You don't understand my mind.,Don’t understand what you feel,52.15001524449761,42.5,1,text book,2025
bn-en,মনের কথা বুঝি না,I don't know about the mind.,Don’t understand the feelings,66.48403013316555,70.0,1,text book,2025
bn-en,মুই মনের কথা বুঝি না,I don't understand the meaning of the word.,I don’t understand the feelings,46.937646194072904,32.5,1,text book,2025
bn-en,মুই কথা বুঝি না,I don't understand you.,I don’t understand,74.3025837088026,85.0,1,text book,2025
bn-en,মুই বুঝি না,I don't understand,I don’t understand,82.12113728443965,100.0,1,text book,2025
bn-en,তুমার লাগি আমার খুব খষ্ট অয়,You seem very attractive to me.,I feel very bad for you,35.20981583061733,10.0,1,text book,2025
bn-en,আমার খুব কষ্ট অয়,I 'm very sad .,Feel very bad,67.78712239577173,72.5,1,text book,2025
bn-en,আমরার স্বপ্ন বহুত বড়,Our dream is very big,Our dream is very big,82.12113728443965,100.0,1,text book,2025
bn-en,মুই এখটা ফুয়া,I'm going to kill you.,I am a boy,32.60363130540498,5.0,1,text book,2025
bn-en,মুই এখটা ফুরি,I'm going to go.,I am a girl,32.60363130540498,5.0,1,text book,2025
bn-en,আফনার লগে ফরিছিতো অইয়া ভালা লাগলো,It's good to be with you.,Nice to meet you,56.059292032316144,50.0,1,text book,2025
bn-en,ফরিছিতো অইয়া ভালা লাগলো,It's good to see you.,Nice meeting,74.3025837088026,85.0,1,text book,2025
bn-en,ভালা লাগলো,It feels good.,Good feeling,76.90876823401496,90.0,1,text book,2025
bn-en,বাক্কা সময় পর আফনারে দেখলাম,I saw you in the morning.,Seeing you after a long time,43.02836940625439,25.0,1,text book,2025
bn-en,বাক্কা সময় পর,After all this time.,After a long time,70.39330692098407,77.5,1,text book,2025
bn-en,আফনারে দেখলাম,I saw it in the mirror .,Seeing you,36.5129080932235,12.5,1,text book,2025
bn-en,ফয়লা আফনারে এখটা দুকানো যাওয়া লাগবো,I'll have to go to the store now.,"First, you have to go to a shop",49.54383071928526,37.5,1,text book,2025
bn-en,আফনারে এখটা দুকানো যাওয়া লাগবো,I'll have to go to the store now.,You have to go to a shop,45.63455393146674,30.0,1,text book,2025
bn-en,এখটা দুকানো যাওয়া লাগবো,I'm going to the store now.,Have to go to a shop,49.54383071928526,37.5,1,text book,2025
bn-en,দুকানো যাওয়া লাগবো,I need to go to the store.,Have to go to the shop,75.60567597140879,87.5,1,text book,2025
bn-en,যাওয়া লাগবো,I need to go .,Must go,76.90876823401496,90.0,1,text book,2025
bn-en,পয়লা এখটা দুকানো যাওয়া লাগবো,First I'll have to go to the store.,"First, go to a shop",79.5149527592273,95.0,1,text book,2025
bn-en,পয়লা দুকানো যাওয়া লাগবো,I'll have to go to the first shop.,"First, go to the shop",61.27166108274085,60.0,1,text book,2025
bn-en,বাক্কা দিন বাদে তুমারে দেখলাম,I saw you in the morning.,Seeing you after a long time,40.422184881042035,20.0,1,text book,2025
bn-en,বাক্কা দিন বাদে,Except for the day of the race.,After a long time,35.20981583061733,10.0,1,text book,2025
bn-en,তুমারে দেখলাম,I saw you .,Saw you,82.12113728443965,100.0,1,text book,2025
bn-en,তুমারে দেখিয়া ভেমতা লাগিয়া উবাই রইছিলাম,"I was looking at you and I was like, ""Oh, my God"".",Stood still seeing you,80.81804502183347,97.5,1,text book,2025
bn-en,তুমারে দেখিয়া,You look at me .,Seeing you,43.02836940625439,25.0,1,text book,2025
bn-en,ভেমতা লাগিয়া উবাই রইছিলাম,I was sitting in the back.,Stood still,63.8778456079532,65.0,1,text book,2025
bn-en,উবাই রইছিলাম,I was there .,Stood,58.6654765575285,55.0,1,text book,2025
bn-en,আব্বায় আমার লাগি লাল জামা কিনিয়া আনছইন,"Daddy, I'm going to bring you a red dress.",Dad bought me a red dress,49.54383071928526,37.5,1,text book,2025
bn-en,আমার লাগি লাল জামা কিনিয়া আনছইন,I think you brought a red dress .,Bought me a red dress,52.15001524449761,42.5,1,text book,2025
bn-en,লাল জামা কিনিয়া আনছইন,Red dressed in Kenya,Red dress bought,40.422184881042035,20.0,1,text book,2025
bn-en,জামা কিনিয়া আনছইন,- What are you doing?,Bought dress,35.20981583061733,10.0,1,text book,2025
bn-en,কিনিয়া আনছইন,- What?,Bought,32.60363130540498,5.0,1,text book,2025
bn-en,আব্বায় লাল জামা কিনিয়া আনছইন,I'm going to get you a red jacket.,Dad bought a red dress,62.57475334534701,62.5,1,text book,2025
bn-en,আব্বায় জামা কিনিয়া আনছইন,I'm going to get some clothes.,Dad bought a dress,39.11909261843585,17.5,1,text book,2025
bn-en,আব্বায় কিনিয়া আনছইন,I'm going to Kenya.,Dad bought,35.20981583061733,10.0,1,text book,2025
bn-en,আব্বায় আমার লাগি সবুজ  জামা কিনিয়া আনছইন,"Daddy, I need a green dress.",Dad bought me a green dress,40.422184881042035,20.0,1,text book,2025
bn-en,আব্বায় আমার লাগি কালো জামা কিনিয়া আনছইন,"Daddy , I need a black dress .",Dad bought me a black dress,40.422184881042035,20.0,1,text book,2025
bn-en,আব্বায় আমার লাগি সাদাজামা কিনিয়া আনছইন,"Daddy, I need you to bring me some white clothes.",Dad bought me a white dress,40.422184881042035,20.0,1,text book,2025
bn-en,আব্বায় আমার লাগি নীল জামা কিনিয়া আনছইন,"Daddy, I'm going to bring you a blue dress.",Dad bought me a blue dress,41.725277143648206,22.5,1,text book,2025
bn-en,আব্বায় আমার লাগি বেগুনি জামা কিনিয়া আনছইন,"Daddy, I need you to bring me some purple clothes.",Dad bought me a purple dress,40.422184881042035,20.0,1,text book,2025
bn-en,আব্বায় আমার লাগি গোলাপি জামা কিনিয়া আনছইন,"Daddy, I need a pink dress.",Dad bought me a pink dress,41.725277143648206,22.5,1,text book,2025
bn-en,আব্বায় আমার লাগি আকাশী জামা কিনিয়া আনছইন,"Daddy, I need you to bring me some clothes.",Dad bought me a sky blue dress,41.725277143648206,22.5,1,text book,2025
bn-en,আব্বায় আমার লাগি মেরুন জামা কিনিয়া আনছইন,"Daddy, I need you to bring me some clothes.",Dad bought me a maroon dress,43.02836940625439,25.0,1,text book,2025
bn-en,আব্বায় আমার লাগি কমলাজামা কিনিয়া আনছইন,"Daddy, I'm going to bring you some clothes.",Dad bought me an orange dress,43.02836940625439,25.0,1,text book,2025
bn-en,আব্বায় আমার লাগি বাদামি জামা কিনিয়া আনছইন,"Daddy, I need a brown shirt.",Dad bought me a brown dress,41.725277143648206,22.5,1,text book,2025
bn-en,আমার বন্ধু আমার লাগি লাল শাড়ি কিনিয়া দিছে,My friend gave me a red shirt.,My friend bought me a red saree,56.059292032316144,50.0,1,text book,2025
bn-en,বন্ধু আমার লাগি লাল শাড়ি কিনিয়া দিছে,My friend gave me a red shirt.,Friend bought me a red saree,56.059292032316144,50.0,1,text book,2025
bn-en,আমার লাগি লাল শাড়ি কিনিয়া দিছে,I think he gave me a red shirt.,Bought me a red saree,52.15001524449761,42.5,1,text book,2025
bn-en,লাল শাড়ি কিনিয়া দিছে,Red hair has been given to you.,Red saree bought,40.422184881042035,20.0,1,text book,2025
bn-en,শাড়ি কিনিয়া দিছে,Shādiri has given you,Bought saree,37.81600035582968,15.0,1,text book,2025
bn-en,কিনিয়া দিছে,He gave it to me .,Bought,59.968568820134664,57.5,1,text book,2025
bn-en,আমার বন্ধু আমার লাগি এখটা লাল গোলাপ কিনিয়া দিছে,My friend gave me a red rose today.,My friend bought me a red rose,74.3025837088026,85.0,1,text book,2025
bn-en,বন্ধু আমার লাগি এখটা লাল গোলাপ কিনিয়া দিছে,My friend gave me a red rose today.,Friend bought me a red rose,70.39330692098407,77.5,1,text book,2025
bn-en,আমার লাগি এখটা লাল গোলাপ কিনিয়া দিছে,I think I just bought a red rose.,Bought me a red rose,52.15001524449761,42.5,1,text book,2025
